problem_index,problem_text,matched_topic_id,matched_topic,similarity_score
344,"다음과 같은 트랙잭션의 특성은?
            시스템이 가지고 있는 고정요소는 트랜잭션 수행 전과 트랜잭션 수행 완료 후의 상태가 같아야 한다.
        
일관성(co...",36,"데이터 전환 수행 계획, 체크리스트, 데이터 검증 등을 포함한 데이터 전환 수행에 관한 주제입니다.",0.59606063
345,"병행제어의 로킹(Locking) 단위에 대한 설명으로 옳지 않은 것은?
로킹 단위가 작아지면 병행성 수준이 낮아진다.
병행 제어에서 로킹(Locking)은 여러 사용자가 동시에 데...",12,"프로시저, 프로그램 디버깅, 단위테스트 도구 등을 포함한 데이터 조작 프로시저 작성에 관한 주제입니다.",0.47512597
346,"뷰(VIEW)에 대한 설명으로 옳지 않은 것은?
뷰에 대한 삽입, 갱신, 삭제 연산 시 제약사항이 따르지 않는다.
뷰(VIEW)는 기존 테이블을 기반으로 만들어진 가상 테이블입니다...",28,"뷰, 인덱스, 집합 연산자, 조인, 서브쿼리 등을 포함한 고급 SQL 작성에 관한 주제입니다.",0.5512738
347,"다음 정의에서 말하는 기본 정규형은?
            어떤 릴레이션 R에 속한 모든 도메인이 원자값(Atomic Value)만으로 되어 있다.
        
제1정규형(1N...",33,"데이터베이스 무결성, 칼럼 속성, 키 종류, 반정규화, 정규화 등을 포함한 물리 데이터베이스 모델링에 관한 주제입니다.",0.5880313
348,"릴레이션 R1에 속한 애튜리뷰트의 조합인 외래키를 변경하려면 이를 참조하고 있는 릴레이션 R2의 기본키도 변경해야 하는데 이를 무엇이라 하는가?
참조 무결성
릴레이션 R1의 외래키...",41,"데이터 타입, 변수, 연산자 등을 포함한 기본 문법 활용에 관한 주제입니다.",0.5416379
349,"시스템 카탈로그에 대한 설명으로 틀린 것은?
시스템 카탈로그의 갱신은 무결성 유지를 위하여 SQL을 이용하여 사용자가 직접 갱신하여야 한다.
시스템 카탈로그는 데이터베이스 시스템의...",27,"DDL, 관계형 데이터 모델, 트랜잭션, 테이블, 데이터 사전 등을 포함한 기본 SQL 작성에 관한 주제입니다.",0.66582817
350,"조건을 만족하는 릴레이션의 수평적 부분집합으로 구성하며, 연산자의 기호는 그리스 문자 시그마(σ)를 사용하는 관계대수 연산은?
Select
이 문제는 관계대수라는 데이터베이스 연산...",33,"데이터베이스 무결성, 칼럼 속성, 키 종류, 반정규화, 정규화 등을 포함한 물리 데이터베이스 모델링에 관한 주제입니다.",0.6798117
351,"SQL에서 스키마(schema), 도메인(domain), 테이블(table), 뷰(view), 인덱스(index)를 정의하거나 변경 또는 삭제할 때 사용하는 언어는?
DDL(Dat...",27,"DDL, 관계형 데이터 모델, 트랜잭션, 테이블, 데이터 사전 등을 포함한 기본 SQL 작성에 관한 주제입니다.",0.78775746
352,"정규화를 거치지 않아 발생하게 되는 이상(anomaly) 현상의 종류에 대한 설명으로 옳지 않은 것은?
종속 이상이란 하나의 릴레이션에 하나 이상의 함수적 종속성이 존재하는 현상이...",33,"데이터베이스 무결성, 칼럼 속성, 키 종류, 반정규화, 정규화 등을 포함한 물리 데이터베이스 모델링에 관한 주제입니다.",0.69901025
353,"관계 데이터 모델에서 릴레이션(relation)에 관한 설명으로 옳은 것은?
도메인(domain)은 하나의 속성이 가질 수 있는 같은 타입의 모든 값의 집합으로 각 속성의 도메인은...",11,"스택, 큐, 리스트 등 등을 포함한 자료구조에 관한 주제입니다.",0.6722348
354,"3NF에서 BCNF가 되기 위한 조건은?
결정자이면서 후보 키가 아닌 것 제거
BCNF(Boyce-Codd Normal Form)는 3NF보다 더 강력한 정규화 형태입니다.  3N...",33,"데이터베이스 무결성, 칼럼 속성, 키 종류, 반정규화, 정규화 등을 포함한 물리 데이터베이스 모델링에 관한 주제입니다.",0.48647535
355,"데이터베이스 성능에 많은 영향을 주는 DBMS의 구성 요소로 테이블과 클러스터에 연관되어 독립적인 저장 공간을 보유하며, 데이터베이스에 저장된 자료를 더욱 빠르게 조회하기 위하여 ...",32,"파티셔닝, 클러스터링, 데이터베이스 백업, 테이블 저장 사이징, 데이터 지역화(locality) 등을 포함한 데이터베이스 물리속성 설계에 관한 주제입니다.",0.67758644
356,"아래의 SQL문을 실행한 결과는?
            [R1 테이블]
```
학번   이름      학년   학과     주소
1000  홍길동    4     컴퓨터   서울
...",26,"DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리 등을 포함한 응용 SQL 작성에 관한 주제입니다.",0.6566415
357,"『회원』테이블 생성 후 『주소』 필드(컬럼)가 누락되어 이를 추가하려고 한다. 이에 적합한 SQL명령어는?
ALTER
데이터베이스에 이미 생성된 테이블에 새로운 필드(컬럼)을 추가...",26,"DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리 등을 포함한 응용 SQL 작성에 관한 주제입니다.",0.58419436
358,"트랙잭션을 수행하는 도중 장애로 인해 손상된 데이터베이스를 손상되기 이전에 정상적인 상태로 복구시키는 작업은?
Recovery
데이터베이스 트랜잭션이란, 데이터베이스에 대한 일련의...",32,"파티셔닝, 클러스터링, 데이터베이스 백업, 테이블 저장 사이징, 데이터 지역화(locality) 등을 포함한 데이터베이스 물리속성 설계에 관한 주제입니다.",0.56502247
359,"E-R 다이어그램의 표기법으로 옳지 않은 것은?
관계집합 - 삼각형
E-R 다이어그램은 데이터베이스 설계에서 개체와 개체 간의 관계를 시각적으로 표현하는 도구입니다.  사각형은 개...",30,"데이터모델 개념, 개체-관계(E-R)모델, 논리적 데이터모델링, 데이터베이스 정규화, 논리 데이터모델 품질검증 등을 포함한 데이터모델링 및 설계에 관한 주제입니다.",0.61480665
360,"다음 중 응집도가 가장 높은 것은?
순차적 응집도
소프트웨어 모듈의 응집도는 모듈 내부 요소들의 관련성을 나타내는 척도입니다.  응집도가 높다는 것은 모듈 내부 요소들이 서로 밀접...",14,"단위모듈 구현, 단위모듈 테스트 등을 포함한 모듈 구현에 관한 주제입니다.",0.66561806
361,"OSI 7계층에서 물리적 연결을 이용해 신뢰성 있는 정보를 전송하려고 동기화, 오류제어, 흐름제어 등의 전송에러를 제어하는 계층은?
데이터 링크 계층
OSI 7계층은 네트워크 통신...",45,"인터넷 구성의 개념, 네트워크 7계층, IP, TCP/UDP 등을 포함한 네트워크 기초 활용에 관한 주제입니다.",0.68894994
362,"운영체제를 기능에 따라 분류할 경우 제어 프로그램이 아닌 것은?
서비스 프로그램
운영체제는 컴퓨터 시스템의 자원(하드웨어, 소프트웨어)을 관리하고 사용자에게 시스템을 사용할 수 있...",44,"운영체제 종류, 메모리 관리, 프로세스 스케쥴링, 환경변수, shell script 등을 포함한 운영체제 기초 활용에 관한 주제입니다.",0.6866335
363,"IEEE 802.3 LAN에서 사용되는 전송매체 접속제어(MAC) 방식은?
CSMA/CD
이 문제는 IEEE 802.3 LAN, 즉 이더넷(Ethernet)에서 사용되는 네트워크 ...",45,"인터넷 구성의 개념, 네트워크 7계층, IP, TCP/UDP 등을 포함한 네트워크 기초 활용에 관한 주제입니다.",0.6206553
364,"기억공간이 15K, 23K, 22K, 21K 순으로 빈 공간이 있을 때 기억장치 배치 전력으로 “First Fit”을 사용하여 17K의 프로그램을 적재할 경우 내부단편화의 크기는 ...",40,배치 프로그램 등을 포함한 배치 프로그램 구현에 관한 주제입니다.,0.5708812
365,"교착상태가 발생할 수 있는 조건이 아닌 것은?
Linear wait
교착상태(Deadlock)란 두 개 이상의 프로세스가 서로 상대방이 갖고 있는 자원을 기다리면서 영원히 진행되지...",8,"내외부 인터페이스 요구사항, 요구공학 등을 포함한 인터페이스 요구사항 확인에 관한 주제입니다.",0.44163644
366,"IPv6에 대한 설명으로 틀린 것은?
멀티캐스팅(Multicast) 대신 브로드캐스트(Broadcast)를 사용한다.
IPv6에 대한 설명 중 틀린 내용을 찾는 문제입니다.  IP...",45,"인터넷 구성의 개념, 네트워크 7계층, IP, TCP/UDP 등을 포함한 네트워크 기초 활용에 관한 주제입니다.",0.49658996
367,"TCP/IP 프로토콜에서 TCP가 해당하는 계층은?
트랜스포트 계층
TCP/IP 프로토콜은 네트워크 통신을 위한 일종의 규칙 또는 약속과 같은 것입니다.  우리가 편지를 부칠 때 ...",45,"인터넷 구성의 개념, 네트워크 7계층, IP, TCP/UDP 등을 포함한 네트워크 기초 활용에 관한 주제입니다.",0.6033468
368,"C언어에서 변수로 사용할 수 없는 것은?
short
C언어에서 변수를 선언할 때는 몇 가지 규칙을 따라야 합니다.  변수 이름은 영문자, 숫자, 밑줄(_)로 시작해야 하며,  숫자...",42,"절차적 프로그래밍 언어, 객체지향 프로그래밍 언어, 스크립트 언어, 선언형 언어 등을 포함한 언어특성 활용에 관한 주제입니다.",0.561829
369,"다음 JAVA 코드 출력문의 결과는?
            ```plaintext
..생략..
System.out.println(""5 + 2 = "" + 3 + 4);
System....",26,"DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리 등을 포함한 응용 SQL 작성에 관한 주제입니다.",0.63601255
370,"C언어에서 문자열을 정수형으로 변환하는 라이브러리 함수는?
atoi( )
C언어에서 문자열을 정수형으로 변환하는 함수를 묻는 문제입니다.  프로그래밍을 할 때, 사용자로부터 입력받...",42,"절차적 프로그래밍 언어, 객체지향 프로그래밍 언어, 스크립트 언어, 선언형 언어 등을 포함한 언어특성 활용에 관한 주제입니다.",0.6411576
371,"운영체제의 가상기억장치 관리에서 프로세스가 일정 시간동안 자주 참조하는 페이지들의 집합을 의미하는 것은?
Working Set
운영체제에서 가상기억장치는 실제 물리적인 메모리보다 ...",44,"운영체제 종류, 메모리 관리, 프로세스 스케쥴링, 환경변수, shell script 등을 포함한 운영체제 기초 활용에 관한 주제입니다.",0.6084187
372,"결합도가 낮은 것부터 높은 순으로 옳게 나열한 것은?
            ```
(ㄱ) 내용결합도    (ㄴ) 자료결합도
(ㄷ) 공통결합도    (ㄹ) 스탬프결합도
(ㅁ) 외부결...",6,"설계 모델링, 소프트웨어 아키텍처, 재사용, 모듈화, 결합도, 응집도 등을 포함한 공통 모듈 설계에 관한 주제입니다.",0.7013415
373,"다음 설명의 ㉠과 ㉡에 들어갈 내용으로 옳은 것은?
            가상기억장치의 일반적인 구현 방법에는 프로그램을 고정된 크기의 일정한 블록으로 나누는 ( ① ) 기법과 가...",44,"운영체제 종류, 메모리 관리, 프로세스 스케쥴링, 환경변수, shell script 등을 포함한 운영체제 기초 활용에 관한 주제입니다.",0.61967385
374,"라이브러리의 개념과 구성에 대한 설명 중 틀린 것은?
외부 라이브러리는 프로그래밍 언어가 기본적으로 가지고 있는 라이브러리를 의미하며, 표준 라이브러리는 별도의 파일 설치를 필요로...",43,"라이브러리, 데이터 입출력, 예외 처리, 프로토타입 등을 포함한 라이브러리 활용에 관한 주제입니다.",0.74027205
375,"C언어에서 산술 연산자가 아닌 것은?
=
C언어에서 산술 연산자는 숫자를 가지고 계산하는 연산자들을 말합니다.  덧셈(+), 뺄셈(-), 곱셈(*), 나눗셈(/), 나머지(%) 연...",26,"DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리 등을 포함한 응용 SQL 작성에 관한 주제입니다.",0.61470616
376,"UDP 특성에 해당되는 것은?
흐름제어나 순서제어가 없어 전송속도가 빠르다.
UDP(User Datagram Protocol)는 TCP와 달리 연결을 미리 설정하지 않고 데이터를 ...",35,"초기데이터 구축, ETL(Extraction, Transformation, Loading), 파일 처리 기술 등을 포함한 데이터 전환 기술에 관한 주제입니다.",0.55811036
377,"JAVA에서 변수와 자료형에 대한 설명으로 틀린 것은?
char 자료형은 나열된 여러 개의 문자를 저장하고자 할 때 사용한다.
JAVA에서 변수는 프로그램 실행 중에 값을 저장하는...",11,"스택, 큐, 리스트 등 등을 포함한 자료구조에 관한 주제입니다.",0.6334938
378,"다음은 파이썬으로 만들어진 반복문 코드이다. 이 코드의 결과는?
            ```
while(True):
    print('A')
    print('B')
    p...",25,"트리거, 이벤트, 사용자 정의 함수, SQL 문법 등을 포함한 절차형 SQL 작성에 관한 주제입니다.",0.5492476
379,"WAS(Web Application Server)가 아닌 것은?
JVM
이 문제는 웹 애플리케이션 서버(WAS)에 대한 이해도를 묻는 문제입니다.  WAS는 웹 애플리케이션을 실행...",46,"웹서버, DB서버, 패키지 등을 포함한 기본 개발환경 구축에 관한 주제입니다.",0.6423869
380,"다음 암호 알고리즘 중 성격이 다른 하나는?
AES
이 문제는 암호 알고리즘의 종류와 그 특징을 이해하고 있는지를 묻는 문제입니다. 제시된 암호 알고리즘 중 세 가지는 해시 함수(...",33,"데이터베이스 무결성, 칼럼 속성, 키 종류, 반정규화, 정규화 등을 포함한 물리 데이터베이스 모델링에 관한 주제입니다.",0.6505957
381,"크래커가 침입하여 백도어를 만들어 놓거나, 설정파일을 변경했을 때 분석하는 도구는?
tripwire
시스템의 파일이나 설정이 변경되었는지 감시하고, 무단 변경을 감지하는 도구가 필...",54,"암호 알고리즘, 코드오류, 캡슐화, API 오용 등을 포함한 SW개발 보안 구현에 관한 주제입니다.",0.59320813
382,"다음 내용이 설명하는 것은?
            ```
- 사물통신, 사물인터넷과 같이 대역폭이 제한된 통신환경에 최적화하여 개발된 푸시기술 기반의 경량 메시지 전송 프로토콜
-...",10,"내외부 송수신, 데이터 명세화, 오류 처리방안 명세화, 인터페이스 설계, 미들웨어 솔루션 등을 포함한 인터페이스 상세 설계에 관한 주제입니다.",0.5863575
383,"나선형(Spiral) 모형의 주요 태스크에 해당되지 않는 것은?
버전 관리
나선형(Spiral) 모형은 소프트웨어 개발 과정에서 위험을 관리하고 점진적으로 개발하는 방법론입니다. ...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.7532358
384,"정보 보안을 위한 접근통제 정책 종류에 해당하지 않는 것은?
데이터 전환 접근 통제
정보 보안에서 접근 통제란, 시스템이나 데이터에 대한 접근을 허용할 사용자와 그들이 수행할 수 ...",55,"서비스 공격 유형, 서버 인증, 서버 접근통제, 보안 아키텍처, 보안 Framework 등을 포함한 시스템 보안 설계에 관한 주제입니다.",0.5835504
385,"LOC기법에 의하여 예측된 총 라인수가 36,000라인, 개발에 참여할 프로그래머가 6명, 프로그래머들의 평균 생산성이 월간 300라인일 때 개발에 소요되는 기간은?
20개월
이 ...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.6198002
386,"정형화된 분석 절차에 따라 사용자 요구사항을 파악, 문서화하는 체계적 분석방법으로 자료흐름도, 자료사전, 소단위명세서의 특징을 갖는 것은?
구조적 개발 방법론
이 문제는 사용자 요...",30,"데이터모델 개념, 개체-관계(E-R)모델, 논리적 데이터모델링, 데이터베이스 정규화, 논리 데이터모델 품질검증 등을 포함한 데이터모델링 및 설계에 관한 주제입니다.",0.7569071
387,"정보보호를 위한 암호화에 대한 설명으로 틀린 것은?
복호화 ? 평문을 암호문으로 바꾸는 작업
정보보호를 위한 암호화 과정을 이해하는 문제입니다.  암호화는 평문(원본 메시지)을 암...",54,"암호 알고리즘, 코드오류, 캡슐화, API 오용 등을 포함한 SW개발 보안 구현에 관한 주제입니다.",0.6437237
388,"다음 내용이 설명하는 것은?
            ```
- 블록체인(Blockchain) 개발환경을 클라우드로 서비스하는 개념
- 블록체인 네트워크에 노드의 추가 및 제거가 용이...",38,"개발환경 구축, 서버 개발 프레임워크 등을 포함한 개발환경 구축에 관한 주제입니다.",0.5749798
389,"소프트웨어 비용 산정 기법 중 개발 유형으로 organic, semi-detach, embedded로 구분되는 것은?
COCOMO
소프트웨어 개발 비용을 산정하는 방법에는 여러 가...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.69101334
390,"다음 LAN의 네트워크 토폴로지는 어떤 형인가?
            데이터 전송 방향

스테이션1 스테이션2 스테이션3 스테이션4 스테이션5
        
버스형
그림에서 볼 ...",45,"인터넷 구성의 개념, 네트워크 7계층, IP, TCP/UDP 등을 포함한 네트워크 기초 활용에 관한 주제입니다.",0.5975453
391,"전기 및 정보통신기술을 활용하여 전력망을 지능화, 고도화함으로써 고품질의 전력서비스를 제공하고 에너지 이용효율을 극대화하는 전력망은?
스마트 그리드
이 문제는 전기 및 정보통신 기...",49,"IT 신기술 및 네트워크 장비 트렌드 정보, 네트워크 장비(라우터, 백본 스위치 등) 등을 포함한 네트워크 구축 관리에 관한 주제입니다.",0.6212595
392,"다음 내용이 설명하는 소프트웨어 개발 모형은?
            소프트웨어 생명주기 모형 중 Boehm이 제시한 고전적 생명주기 모형으로서 선형 순차적 모델이라고도 하며, 타당...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.7686262
393,"스트림 암호화 방식의 설명으로 옳지 않은 것은?
해쉬 함수를 이용한 해쉬 암호화 방식을 사용한다.
스트림 암호화 방식은 데이터를 비트, 바이트 또는 단어 단위로 순차적으로 암호화하...",11,"스택, 큐, 리스트 등 등을 포함한 자료구조에 관한 주제입니다.",0.58865803
394,"세션 하이재킹을 탐지하는 방법으로 거리가 먼 것은?
FTP SYN SEGNENT 탐지
세션 하이재킹은 이미 인증된 사용자의 세션을 도용하여 권한을 탈취하는 공격입니다.  악의적인 ...",54,"암호 알고리즘, 코드오류, 캡슐화, API 오용 등을 포함한 SW개발 보안 구현에 관한 주제입니다.",0.6075243
395,"소프트웨어공학에 대한 설명으로 거리가 먼 것은?
소프트웨어공학의 궁극적 목표는 최대의 비용으로 계획된 일정보다 가능한 빠른 시일 내에 소프트웨어를 개발하는 것이다.
소프트웨어공학은...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.69856226
396,"소프트웨어 개발 방법론 중 CBD(Component Based Development)에 대한 설명으로 틀린 것은?
모듈의 분할과 정복에 의한 하향식 설계방식이다.
CBD(Compo...",6,"설계 모델링, 소프트웨어 아키텍처, 재사용, 모듈화, 결합도, 응집도 등을 포함한 공통 모듈 설계에 관한 주제입니다.",0.7133584
397,"정보 보안의 3요소에 해당하지 않는 것은?
휘발성
정보 보안의 핵심은 정보 자산을 안전하게 보호하는 데 있습니다.  이를 위해서는 정보의 기밀성(비밀 유지), 무결성(데이터의 정확...",31,"스토리지, 분산 데이터베이스, 데이터베이스 이중화 구성, 데이터베이스 암호화, 접근제어 등을 포함한 물리요소 조사 분석에 관한 주제입니다.",0.6032993
398,"소셜 네트워크에서 악의적인 사용자가 지인 또는 특정 유명인으로 가장하여 활동하는 공격 기법은?(문제 오류로 가답안 발표시 1번으로 발표되었지만 확정답안 발표시 1, 2번이 정답처리...",54,"암호 알고리즘, 코드오류, 캡슐화, API 오용 등을 포함한 SW개발 보안 구현에 관한 주제입니다.",0.46259552
399,"공개키 암호에 대한 설명으로 틀린 것은?
10명이 공개키 암호를 사용할 경우 5개의 키가 필요하다.
공개키 암호는 두 개의 키, 즉 공개키와 비밀키(개인키)를 사용하는 암호 방식입...",54,"암호 알고리즘, 코드오류, 캡슐화, API 오용 등을 포함한 SW개발 보안 구현에 관한 주제입니다.",0.51489675
400,"시스템의 구성요소로 볼 수 없는 것은?
Maintenance
시스템은 특정 목표를 달성하기 위해 상호작용하는 여러 요소들의 집합체입니다.  프로세스(Process)는 시스템 내에서...",1,"플랫폼 기능 분석, 플랫폼 성능 특성 분석, 운영체제 분석, 네트워크 분석, DBMS 분석, 비즈니스융합분석 등을 포함한 현행 시스템 분석에 관한 주제입니다.",0.6517321
401,"유스케이스(Usecase)에 대한 설명 중 옳은 것은?
액터는 대상 시스템과 상호 작용하는 사람이나 다른 시스템에 의한 역할이다.
이 문제는 유스케이스(Use Case) 다이어그램...",9,"시스템 아키텍쳐, 인터페이스 시스템 등을 포함한 인터페이스 대상 식별에 관한 주제입니다.",0.67949927
402,"요구사항 개발 프로세스의 순서로 옳은 것은?
            ① 도출(Elicitation)  ② 분석(Analysis)  
③ 명세(Specification)  ④ 확인(V...",2,"요구 분석 기법, UML, 애자일(Agile) 등을 포함한 요구사항 확인에 관한 주제입니다.",0.80555737
403,"객체지향 기법에서 같은 클래스에 속한 각각의 객체를 의미하는 것은?
instance
객체지향 프로그래밍에서 '클래스'는 설계도와 같습니다.  자동차를 만드는 설계도가 있다면, 그 ...",7,"객체지향(OOP), 디자인 패턴 등을 포함한 객체지향 설계에 관한 주제입니다.",0.67471635
404,객체지향 설계에서 객체가 가지고 있는 속성과 오퍼레이션의 일부를 감추어서 객체의 외부에서는 접근이 불가능하게 하는 개념은? (문제 오류로 가답안 발표시 3번으로 발표되었지만 확정 ...,7,"객체지향(OOP), 디자인 패턴 등을 포함한 객체지향 설계에 관한 주제입니다.",0.6790613
405,"GoF (Gangs of Four) 디자인 패턴에 대한 설명으로 틀린 것은?
bridge pattern은 기존에 구현되어 있는 클래스에 기능 발생 시 기존 클래스를 재사용할 수 있...",7,"객체지향(OOP), 디자인 패턴 등을 포함한 객체지향 설계에 관한 주제입니다.",0.6484629
406,"요구사항 분석이 어려운 이유가 아닌 것은?
사용자의 요구는 예외가 거의 없어 열거와 구조화가 어렵지 않다.
소프트웨어 개발에서 요구사항 분석이 어려운 이유는 크게 사용자와 개발자 ...",2,"요구 분석 기법, UML, 애자일(Agile) 등을 포함한 요구사항 확인에 관한 주제입니다.",0.67608464
407,"소프트웨어 아키텍처 설계에서 시스템 품질속성이 아닌 것은?
독립성 (Isolation)
소프트웨어 아키텍처 설계에서 시스템의 품질을 평가하는 중요한 요소들을 '품질 속성'이라고 합...",22,"인터페이스 기능 확인, 데이터 표준 확인 등을 포함한 인터페이스 설계 확인에 관한 주제입니다.",0.66417366
408,"다음 설명에 해당하는 시스템으로 옳은 것은?
            시스템 인터페이스를 구성하는 시스템으로, 연계할 데이터를 데이터베이스와 애플리케이션으로부터 연계 테이블 또는 파일...",10,"내외부 송수신, 데이터 명세화, 오류 처리방안 명세화, 인터페이스 설계, 미들웨어 솔루션 등을 포함한 인터페이스 상세 설계에 관한 주제입니다.",0.68639696
409,"CASE(Computer-Aided Software Engineering)의 원천 기술이 아닌 것은?
일괄처리 기술
CASE(Computer-Aided Software Engine...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.7628789
410,"객체에게 어떤 행위를 하도록 지시하는 명령은?
Message
객체지향 프로그래밍에서 객체는 데이터(속성)와 그 데이터를 처리하는 함수(메서드)를 묶어놓은 개념입니다.  마치 레고 ...",10,"내외부 송수신, 데이터 명세화, 오류 처리방안 명세화, 인터페이스 설계, 미들웨어 솔루션 등을 포함한 인터페이스 상세 설계에 관한 주제입니다.",0.59286666
411,"서브시스템이 입력 데이터를 받아 처리하고 결과를 다른 시스템에 보내는 작업이 반복되는 아키텍처 스타일은?
파이프 필터 구조
이 문제는 서브시스템들이 데이터를 순차적으로 처리하는 아...",32,"파티셔닝, 클러스터링, 데이터베이스 백업, 테이블 저장 사이징, 데이터 지역화(locality) 등을 포함한 데이터베이스 물리속성 설계에 관한 주제입니다.",0.706977
412,"럼바우(Rumbaugh)의 객체지향 분석에서 사용하는 분석 활동으로 옳은 것은?
객체 모델링, 동적 모델링, 기능 모델링
럼바우의 객체지향 분석은 시스템을 객체들의 상호작용으로 모...",30,"데이터모델 개념, 개체-관계(E-R)모델, 논리적 데이터모델링, 데이터베이스 정규화, 논리 데이터모델 품질검증 등을 포함한 데이터모델링 및 설계에 관한 주제입니다.",0.7221813
413,"UML 다이어그램이 아닌 것은?
절차 다이어그램(Procedural diagram)
UML(Unified Modeling Language)은 소프트웨어 시스템을 시각적으로 모델링하...",10,"내외부 송수신, 데이터 명세화, 오류 처리방안 명세화, 인터페이스 설계, 미들웨어 솔루션 등을 포함한 인터페이스 상세 설계에 관한 주제입니다.",0.6669712
414,"UML 모델에서 한 객체가 다른 객체에게 오퍼레이션을 수행하도록 지정하는 의미적 관계로 옳은 것은?
Realization
이 문제는 UML 모델에서 객체 간의 관계를 묻고 있습니다...",7,"객체지향(OOP), 디자인 패턴 등을 포함한 객체지향 설계에 관한 주제입니다.",0.60443074
415,"다음 중 상위 CASE 도구가 지원하는 주요기능으로 볼 수 없는 것은?
전체 소스코드 생성 기능
CASE(Computer-Aided Software Engineering) 도구는 ...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.7462931
416,"요구사항 관리 도구의 필요성으로 틀린 것은?
기존 시스템과 신규 시스템의 성능 비교
요구사항 관리 도구는 소프트웨어 개발 과정에서 발생하는 요구사항의 변경을 효율적으로 관리하기 위...",2,"요구 분석 기법, UML, 애자일(Agile) 등을 포함한 요구사항 확인에 관한 주제입니다.",0.6617713
417,"애자일 개발 방법론이 아닌 것은?
하둡(Hadoop)
이 문제는 애자일 개발 방법론에 대한 이해도를 묻는 문제입니다. 애자일 개발 방법론은 소프트웨어 개발 과정에서 유연성과 적응력...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.6615764
418,"GoF(Gangs of Four) 디자인 패턴 중 생성패턴으로 옳은 것은?
singleton pattern
GoF 디자인 패턴은 객체지향 프로그래밍에서 자주 발생하는 설계 문제에 ...",7,"객체지향(OOP), 디자인 패턴 등을 포함한 객체지향 설계에 관한 주제입니다.",0.75875545
419,"사용자 인터페이스(UI)의 특징으로 틀린 것은?
사용자의 편의성을 높임으로써 작업시간을 증가시킨다.
사용자 인터페이스(UI)는 사용자가 컴퓨터나 기계와 상호 작용하는 방식을 디자인...",5,"감성공학, UI 설계 도구 등을 포함한 UI 설계에 관한 주제입니다.",0.67775834
420,"힙 정렬(Heap Sort)에 대한 설명으로 틀린것은?
최악의 수행 시간은 O(2n4)이다.
힙 정렬은 데이터를 완전 이진 트리 형태의 힙 자료구조로 만들어 정렬하는 알고리즘입니다...",11,"스택, 큐, 리스트 등 등을 포함한 자료구조에 관한 주제입니다.",0.5364734
421,"다음 중 단위 테스트를 통해 발견할 수 있는 오류가 아닌 것은?
모듈 간의 비정상적 상호작용으로 인한 원치 않는 결과
단위 테스트는 소프트웨어의 가장 작은 단위인 모듈(함수 또는 ...",14,"단위모듈 구현, 단위모듈 테스트 등을 포함한 모듈 구현에 관한 주제입니다.",0.73863703
422,"다음 설명의 소프트웨어 테스트의 기본원칙은?
            ```
○ 파레토 법칙이 좌우한다.
○ 애플리케이션 결합의 대부분은 소수의 특정한 모듈에 집중되어 존재한다.
○ ...",14,"단위모듈 구현, 단위모듈 테스트 등을 포함한 모듈 구현에 관한 주제입니다.",0.6896219
423,"버전 관리 항목 중 저장소에 새로운 버전의 파일로 갱신하는 것을 의미하는 용어는?
체크인(Check-In)
버전 관리 시스템은 소프트웨어 개발 과정에서 코드 변경 사항을 추적하고 ...",18,"소프트웨어 버전관리 도구, 빌드 자동화 도구 등을 포함한 제품소프트웨어 버전관리에 관한 주제입니다.",0.7172634
424,"소프트웨어 테스트와 관련한 설명으로 틀린것은?
화이트박스 테스트에서 기본 경로(BasisPath)란 흐름 그래프의 시작 노드에서 종료노드까지의 서로 독립된 경로로 싸이클을 허용하지...",20,"결함관리 도구, 테스트 자동화 도구, 통합 테스트 등을 포함한 애플리케이션 통합 테스트에 관한 주제입니다.",0.6610322
