problem_index,problem_text,top_matches
373,"다음 설명의 ㉠과 ㉡에 들어갈 내용으로 옳은 것은?
            가상기억장치의 일반적인 구현 방법에는 프로그램을 고정된 크기의 일정한 블록으로 나누는 ( ① ) 기법과 가...","[{'rank': 1, 'topic_id': 44, 'topic_description': '운영체제 종류, 메모리 관리, 프로세스 스케쥴링, 환경변수, shell script를 포함한 운영체제 기초 활용은 시스템 자원을 관리하는 주제입니다. OS의 기본 기능을 활용합니다.', 'combined_score': 0.6480577381781771, 'sbert_score': 0.56123835, 'keyword_score': 0.024380444286775358}, {'rank': 2, 'topic_id': 12, 'topic_description': '프로시저, 프로그램 디버깅, 단위테스트 도구를 포함한 데이터 조작 프로시저 작성은 데이터 처리 로직을 구현하는 주제입니다. 코드 안정성을 위해 디버깅과 테스트를 수행합니다.', 'combined_score': 0.5771527977254223, 'sbert_score': 0.6364778, 'keyword_score': 0.0083245892813927}, {'rank': 3, 'topic_id': 40, 'topic_description': '배치 프로그램을 포함한 배치 프로그램 구현은 대량 데이터 처리를 자동화하는 주제입니다. 주기적 작업을 효율적으로 수행합니다.', 'combined_score': 0.5653861473873655, 'sbert_score': 0.53702146, 'keyword_score': 0.016628105046337754}]"
374,"라이브러리의 개념과 구성에 대한 설명 중 틀린 것은?
외부 라이브러리는 프로그래밍 언어가 기본적으로 가지고 있는 라이브러리를 의미하며, 표준 라이브러리는 별도의 파일 설치를 필요로...","[{'rank': 1, 'topic_id': 43, 'topic_description': '라이브러리, 데이터 입출력, 예외 처리, 프로토타입을 포함한 라이브러리 활용은 소프트웨어 기능을 확장하는 주제입니다. 재사용 가능한 코드를 효율적으로 사용합니다.', 'combined_score': 0.634511467295435, 'sbert_score': 0.7532082, 'keyword_score': 0.01532167862295399}, {'rank': 2, 'topic_id': 41, 'topic_description': '데이터 타입, 변수, 연산자를 포함한 기본 문법 활용은 프로그래밍 언어의 기본 요소를 사용하는 주제입니다. 코드 작성의 기초를 다룹니다.', 'combined_score': 0.6138615628478392, 'sbert_score': 0.7036819, 'keyword_score': 0.024420788965612998}, {'rank': 3, 'topic_id': 48, 'topic_description': '소프트웨어 개발 표준, 테일러링 기준, 개발 프레임워크를 포함한 소프트웨어개발 방법론 테일러링은 개발 프로세스를 프로젝트에 맞게 조정하는 주제입니다. 유연한 개발 방식을 적용합니다.', 'combined_score': 0.58845606628127, 'sbert_score': 0.60587376, 'keyword_score': 0.049764872579545975}]"
375,"C언어에서 산술 연산자가 아닌 것은?
=
C언어에서 산술 연산자는 숫자를 가지고 계산하는 연산자들을 말합니다.  덧셈(+), 뺄셈(-), 곱셈(*), 나눗셈(/), 나머지(%) 연...","[{'rank': 1, 'topic_id': 41, 'topic_description': '데이터 타입, 변수, 연산자를 포함한 기본 문법 활용은 프로그래밍 언어의 기본 요소를 사용하는 주제입니다. 코드 작성의 기초를 다룹니다.', 'combined_score': 0.6408923076725329, 'sbert_score': 0.5511154, 'keyword_score': 0.015650783942946875}, {'rank': 2, 'topic_id': 42, 'topic_description': '절차적, 객체지향, 스크립트, 선언형 언어를 포함한 언어특성 활용은 다양한 프로그래밍 언어의 특성을 활용하는 주제입니다. 언어별 최적의 코딩 방식을 적용합니다.', 'combined_score': 0.46047136187553406, 'sbert_score': 0.5755892, 'keyword_score': 0.0}, {'rank': 3, 'topic_id': 26, 'topic_description': 'DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리를 포함한 응용 SQL 작성은 데이터 조작과 권한 관리를 위한 쿼리를 작성하는 주제입니다. 복잡한 데이터 분석을 지원합니다.', 'combined_score': 0.4405060410499573, 'sbert_score': 0.55063254, 'keyword_score': 0.0}]"
376,"UDP 특성에 해당되는 것은?
흐름제어나 순서제어가 없어 전송속도가 빠르다.
UDP(User Datagram Protocol)는 TCP와 달리 연결을 미리 설정하지 않고 데이터를 ...","[{'rank': 1, 'topic_id': 45, 'topic_description': '인터넷 구성, 네트워크 7계층, IP, TCP/UDP를 포함한 네트워크 기초 활용은 네트워크 구조와 프로토콜을 이해하는 주제입니다. 데이터 통신의 기초를 다룹니다.', 'combined_score': 0.48303641464830743, 'sbert_score': 0.51564103, 'keyword_score': 0.0262789882011376}, {'rank': 2, 'topic_id': 10, 'topic_description': '내외부 송수신, 데이터 명세화, 오류 처리 방안 명세화, 미들웨어 솔루션을 포함한 인터페이스 상세 설계는 인터페이스의 세부 구현을 설계하는 주제입니다. 데이터 흐름과 오류 대응 전략을 구체화합니다.', 'combined_score': 0.47005224285743497, 'sbert_score': 0.43702582, 'keyword_score': 0.04487605518872087}, {'rank': 3, 'topic_id': 37, 'topic_description': '데이터 품질 분석, 오류 데이터 측정을 포함한 데이터 정제는 데이터의 정확성과 완전성을 높이는 주제입니다. 데이터 오류를 식별하고 정정합니다.', 'combined_score': 0.45805523964748296, 'sbert_score': 0.32256904, 'keyword_score': 0.07452539910195767}]"
377,"JAVA에서 변수와 자료형에 대한 설명으로 틀린 것은?
char 자료형은 나열된 여러 개의 문자를 저장하고자 할 때 사용한다.
JAVA에서 변수는 프로그램 실행 중에 값을 저장하는...","[{'rank': 1, 'topic_id': 43, 'topic_description': '라이브러리, 데이터 입출력, 예외 처리, 프로토타입을 포함한 라이브러리 활용은 소프트웨어 기능을 확장하는 주제입니다. 재사용 가능한 코드를 효율적으로 사용합니다.', 'combined_score': 0.6045019138057728, 'sbert_score': 0.622957, 'keyword_score': 0.012078404434242958}, {'rank': 2, 'topic_id': 32, 'topic_description': '파티셔닝, 클러스터링, 백업, 테이블 저장 사이징, 데이터 지역화를 포함한 데이터베이스 물리속성 설계는 물리적 저장 구조를 최적화하는 주제입니다. 성능과 안정성을 높입니다.', 'combined_score': 0.5978453567777511, 'sbert_score': 0.4973067, 'keyword_score': 0.022760175441262635}, {'rank': 3, 'topic_id': 30, 'topic_description': '데이터모델 개념, E-R 모델, 논리적 데이터모델링, 정규화, 품질검증을 포함한 데이터모델링 및 설계는 데이터베이스 논리 구조를 설계하는 주제입니다. 데이터 일관성과 효율성을 보장합니다.', 'combined_score': 0.5431307268028694, 'sbert_score': 0.5255121, 'keyword_score': 0.013965762906023195}]"
378,"다음은 파이썬으로 만들어진 반복문 코드이다. 이 코드의 결과는?
            ```
while(True):
    print('A')
    print('B')
    p...","[{'rank': 1, 'topic_id': 9, 'topic_description': '시스템 아키텍처, 인터페이스 시스템을 포함한 인터페이스 대상 식별은 시스템 간 연결 대상을 식별하는 주제입니다. 인터페이스의 구조와 역할을 분석해 통합 설계를 지원합니다.', 'combined_score': 0.4926907504664373, 'sbert_score': 0.36586344, 'keyword_score': 0.005763140059252394}, {'rank': 2, 'topic_id': 41, 'topic_description': '데이터 타입, 변수, 연산자를 포함한 기본 문법 활용은 프로그래밍 언어의 기본 요소를 사용하는 주제입니다. 코드 작성의 기초를 다룹니다.', 'combined_score': 0.4765528738498688, 'sbert_score': 0.5956911, 'keyword_score': 0.0}, {'rank': 3, 'topic_id': 43, 'topic_description': '라이브러리, 데이터 입출력, 예외 처리, 프로토타입을 포함한 라이브러리 활용은 소프트웨어 기능을 확장하는 주제입니다. 재사용 가능한 코드를 효율적으로 사용합니다.', 'combined_score': 0.47636088728904724, 'sbert_score': 0.5954511, 'keyword_score': 0.0}]"
379,"WAS(Web Application Server)가 아닌 것은?
JVM
이 문제는 웹 애플리케이션 서버(WAS)에 대한 이해도를 묻는 문제입니다.  WAS는 웹 애플리케이션을 실행...","[{'rank': 1, 'topic_id': 39, 'topic_description': '보안 취약성 식별, API를 포함한 서버 프로그램 구현은 서버 측 애플리케이션을 개발하는 주제입니다. 안전하고 효율적인 서버 로직을 구현합니다.', 'combined_score': 0.7225004552618307, 'sbert_score': 0.6531255, 'keyword_score': 0.1699880266677859}, {'rank': 2, 'topic_id': 46, 'topic_description': '웹서버, DB서버, 패키지를 포함한 기본 개발환경 구축은 소프트웨어 개발을 위한 서버 환경을 구성하는 주제입니다. 개발 준비를 체계화합니다.', 'combined_score': 0.5652398794679753, 'sbert_score': 0.61321115, 'keyword_score': 0.06346583179458667}, {'rank': 3, 'topic_id': 38, 'topic_description': '개발환경 구축, 서버 개발 프레임워크를 포함한 개발환경 구축은 소프트웨어 개발을 위한 인프라를 준비하는 주제입니다. 개발 효율성과 안정성을 지원합니다.', 'combined_score': 0.4975532624852625, 'sbert_score': 0.5597092, 'keyword_score': 0.04231504758805614}]"
380,"다음 암호 알고리즘 중 성격이 다른 하나는?
AES
이 문제는 암호 알고리즘의 종류와 그 특징을 이해하고 있는지를 묻는 문제입니다. 제시된 암호 알고리즘 중 세 가지는 해시 함수(...","[{'rank': 1, 'topic_id': 54, 'topic_description': '암호 알고리즘, 코드오류, 캡슐화, API 오용을 포함한 SW개발 보안 구현은 보안 기능을 실제로 구현하는 주제입니다. 안전한 코드를 작성합니다.', 'combined_score': 0.6917043742792606, 'sbert_score': 0.61463046, 'keyword_score': 0.07339110347324512}, {'rank': 2, 'topic_id': 26, 'topic_description': 'DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리를 포함한 응용 SQL 작성은 데이터 조작과 권한 관리를 위한 쿼리를 작성하는 주제입니다. 복잡한 데이터 분석을 지원합니다.', 'combined_score': 0.5168187494421164, 'sbert_score': 0.5896101, 'keyword_score': 0.016560943863250938}, {'rank': 3, 'topic_id': 31, 'topic_description': '스토리지, 분산 데이터베이스, 이중화 구성, 암호화, 접근제어를 포함한 물리요소 조사 분석은 데이터베이스의 물리적 환경을 분석하는 주제입니다. 안정성과 보안성을 평가합니다.', 'combined_score': 0.5031125118935502, 'sbert_score': 0.4742137, 'keyword_score': 0.04540764613259415}]"
381,"크래커가 침입하여 백도어를 만들어 놓거나, 설정파일을 변경했을 때 분석하는 도구는?
tripwire
시스템의 파일이나 설정이 변경되었는지 감시하고, 무단 변경을 감지하는 도구가 필...","[{'rank': 1, 'topic_id': 1, 'topic_description': '플랫폼 기능, 성능 특성, 운영체제, 네트워크, DBMS, 비즈니스융합분석을 포함한 현행 시스템 분석은 시스템의 하드웨어 및 소프트웨어 구성, 성능, 인터페이스를 평가하는 주제입니다. 이를 통해 시스템의 병목 현상을 식별하고 최적화 방안을 도출합니다.', 'combined_score': 0.6783563611248669, 'sbert_score': 0.59794545, 'keyword_score': 0.07567349456124778}, {'rank': 2, 'topic_id': 56, 'topic_description': '로그 분석, 보안 솔루션, 취약점 분석을 포함한 시스템 보안 구현은 보안 시스템을 운영하고 점검하는 주제입니다. 시스템의 취약점을 식별하고 대응합니다.', 'combined_score': 0.6245015002003267, 'sbert_score': 0.64579356, 'keyword_score': 0.04081321997308106}, {'rank': 3, 'topic_id': 18, 'topic_description': '소프트웨어 버전관리 도구, 빌드 자동화 도구를 포함한 제품소프트웨어 버전관리는 소프트웨어 변경 사항을 체계적으로 관리하는 주제입니다. Git, Jenkins 등을 활용해 안정성을 유지합니다.', 'combined_score': 0.590896551672055, 'sbert_score': 0.612973, 'keyword_score': 0.03803280670435188}]"
382,"다음 내용이 설명하는 것은?
            ```
- 사물통신, 사물인터넷과 같이 대역폭이 제한된 통신환경에 최적화하여 개발된 푸시기술 기반의 경량 메시지 전송 프로토콜
-...","[{'rank': 1, 'topic_id': 45, 'topic_description': '인터넷 구성, 네트워크 7계층, IP, TCP/UDP를 포함한 네트워크 기초 활용은 네트워크 구조와 프로토콜을 이해하는 주제입니다. 데이터 통신의 기초를 다룹니다.', 'combined_score': 0.606398372166433, 'sbert_score': 0.5946084, 'keyword_score': 0.017587987373003468}, {'rank': 2, 'topic_id': 49, 'topic_description': 'IT 신기술, 네트워크 장비(라우터, 백본 스위치)를 포함한 네트워크 구축 관리는 네트워크 인프라를 설계하고 관리하는 주제입니다. 최신 기술을 활용해 안정성을 높입니다.', 'combined_score': 0.5928821675498124, 'sbert_score': 0.4911027, 'keyword_score': 0.026911131840301555}, {'rank': 3, 'topic_id': 10, 'topic_description': '내외부 송수신, 데이터 명세화, 오류 처리 방안 명세화, 미들웨어 솔루션을 포함한 인터페이스 상세 설계는 인터페이스의 세부 구현을 설계하는 주제입니다. 데이터 흐름과 오류 대응 전략을 구체화합니다.', 'combined_score': 0.45861610770225525, 'sbert_score': 0.57327014, 'keyword_score': 0.0}]"
383,"나선형(Spiral) 모형의 주요 태스크에 해당되지 않는 것은?
버전 관리
나선형(Spiral) 모형은 소프트웨어 개발 과정에서 위험을 관리하고 점진적으로 개발하는 방법론입니다. ...","[{'rank': 1, 'topic_id': 15, 'topic_description': 'IDE 도구, 협업도구, 형상관리 도구를 포함한 통합 구현 관리는 소프트웨어 개발 환경을 관리하는 주제입니다. 팀 협업과 코드 버전 관리를 통해 개발 효율성을 높입니다.', 'combined_score': 0.736165416070296, 'sbert_score': 0.6702068, 'keyword_score': 0.11737347384441445}, {'rank': 2, 'topic_id': 47, 'topic_description': '소프트웨어 생명주기 모델, 개발 방법론, 요구공학 방법론, 비용산정 모델을 포함한 소프트웨어개발 방법론 선정은 프로젝트에 적합한 개발 방식을 선택하는 주제입니다. 효율적인 개발 프로세스를 설계합니다.', 'combined_score': 0.6973276471064767, 'sbert_score': 0.79508233, 'keyword_score': 0.03595252019776989}, {'rank': 3, 'topic_id': 48, 'topic_description': '소프트웨어 개발 표준, 테일러링 기준, 개발 프레임워크를 포함한 소프트웨어개발 방법론 테일러링은 개발 프로세스를 프로젝트에 맞게 조정하는 주제입니다. 유연한 개발 방식을 적용합니다.', 'combined_score': 0.681818807435149, 'sbert_score': 0.7434479, 'keyword_score': 0.05109295235703372}]"
384,"정보 보안을 위한 접근통제 정책 종류에 해당하지 않는 것은?
데이터 전환 접근 통제
정보 보안에서 접근 통제란, 시스템이나 데이터에 대한 접근을 허용할 사용자와 그들이 수행할 수 ...","[{'rank': 1, 'topic_id': 36, 'topic_description': '데이터 전환 수행 계획, 체크리스트, 데이터 검증을 포함한 데이터 전환 수행은 데이터 마이그레이션을 실행하는 주제입니다. 전환 과정의 정확성을 검증합니다.', 'combined_score': 0.5589698969047896, 'sbert_score': 0.44871235, 'keyword_score': 0.15748720703317123}, {'rank': 2, 'topic_id': 55, 'topic_description': '서비스 공격 유형, 서버 인증, 접근통제, 보안 아키텍처를 포함한 시스템 보안 설계는 시스템 전체의 보안을 설계하는 주제입니다. 외부 위협에 대응합니다.', 'combined_score': 0.5077188966981462, 'sbert_score': 0.5286062, 'keyword_score': 0.0668013136852116}, {'rank': 3, 'topic_id': 8, 'topic_description': '내외부 인터페이스 요구사항, 요구공학을 포함한 인터페이스 요구사항 확인은 시스템 간 데이터 교환 요구사항을 정의하는 주제입니다. 인터페이스의 기능과 표준을 명확히 설정해 상호운용성을 확보합니다.', 'combined_score': 0.47770762808763256, 'sbert_score': 0.58093023, 'keyword_score': 0.010207885823502816}]"
385,"LOC기법에 의하여 예측된 총 라인수가 36,000라인, 개발에 참여할 프로그래머가 6명, 프로그래머들의 평균 생산성이 월간 300라인일 때 개발에 소요되는 기간은?
20개월
이 ...","[{'rank': 1, 'topic_id': 48, 'topic_description': '소프트웨어 개발 표준, 테일러링 기준, 개발 프레임워크를 포함한 소프트웨어개발 방법론 테일러링은 개발 프로세스를 프로젝트에 맞게 조정하는 주제입니다. 유연한 개발 방식을 적용합니다.', 'combined_score': 0.6757605133163918, 'sbert_score': 0.6137912, 'keyword_score': 0.029439734115083452}, {'rank': 2, 'topic_id': 47, 'topic_description': '소프트웨어 생명주기 모델, 개발 방법론, 요구공학 방법론, 비용산정 모델을 포함한 소프트웨어개발 방법론 선정은 프로젝트에 적합한 개발 방식을 선택하는 주제입니다. 효율적인 개발 프로세스를 설계합니다.', 'combined_score': 0.6573140610192909, 'sbert_score': 0.6567632, 'keyword_score': 0.02102124753880384}, {'rank': 3, 'topic_id': 15, 'topic_description': 'IDE 도구, 협업도구, 형상관리 도구를 포함한 통합 구현 관리는 소프트웨어 개발 환경을 관리하는 주제입니다. 팀 협업과 코드 버전 관리를 통해 개발 효율성을 높입니다.', 'combined_score': 0.6454145425243786, 'sbert_score': 0.5567682, 'keyword_score': 0.03187368416881674}]"
386,"정형화된 분석 절차에 따라 사용자 요구사항을 파악, 문서화하는 체계적 분석방법으로 자료흐름도, 자료사전, 소단위명세서의 특징을 갖는 것은?
구조적 개발 방법론
이 문제는 사용자 요...","[{'rank': 1, 'topic_id': 8, 'topic_description': '내외부 인터페이스 요구사항, 요구공학을 포함한 인터페이스 요구사항 확인은 시스템 간 데이터 교환 요구사항을 정의하는 주제입니다. 인터페이스의 기능과 표준을 명확히 설정해 상호운용성을 확보합니다.', 'combined_score': 0.7803333518539222, 'sbert_score': 0.72541666, 'keyword_score': 0.08510418371092479}, {'rank': 2, 'topic_id': 3, 'topic_description': '모델링 기법, 분석자동화 도구, 요구사항 관리 도구를 포함한 분석모델 확인은 시스템 요구사항을 시각화하고 검증하는 주제입니다. UML 다이어그램과 자동화 도구를 사용해 분석 모델의 정확성과 일관성을 확보합니다.', 'combined_score': 0.7641081883575382, 'sbert_score': 0.7942784, 'keyword_score': 0.054758364464750936}, {'rank': 3, 'topic_id': 2, 'topic_description': '요구 분석 기법, UML, 애자일(Agile)을 포함한 요구사항 확인은 사용자와 이해관계자의 요구를 명확히 정의하고 문서화하는 주제입니다. 워크스루, 인스펙션, 프로토타이핑 등의 기법을 활용해 요구사항의 완성도를 높입니다.', 'combined_score': 0.7631988639913819, 'sbert_score': 0.76268435, 'keyword_score': 0.06512656719715355}]"
387,"정보보호를 위한 암호화에 대한 설명으로 틀린 것은?
복호화 ? 평문을 암호문으로 바꾸는 작업
정보보호를 위한 암호화 과정을 이해하는 문제입니다.  암호화는 평문(원본 메시지)을 암...","[{'rank': 1, 'topic_id': 31, 'topic_description': '스토리지, 분산 데이터베이스, 이중화 구성, 암호화, 접근제어를 포함한 물리요소 조사 분석은 데이터베이스의 물리적 환경을 분석하는 주제입니다. 안정성과 보안성을 평가합니다.', 'combined_score': 0.5001805834901663, 'sbert_score': 0.37522572, 'keyword_score': 0.028485575620897315}, {'rank': 2, 'topic_id': 8, 'topic_description': '내외부 인터페이스 요구사항, 요구공학을 포함한 인터페이스 요구사항 확인은 시스템 간 데이터 교환 요구사항을 정의하는 주제입니다. 인터페이스의 기능과 표준을 명확히 설정해 상호운용성을 확보합니다.', 'combined_score': 0.46528472820081873, 'sbert_score': 0.4721772, 'keyword_score': 0.012468555849631515}, {'rank': 3, 'topic_id': 54, 'topic_description': '암호 알고리즘, 코드오류, 캡슐화, API 오용을 포함한 SW개발 보안 구현은 보안 기능을 실제로 구현하는 주제입니다. 안전한 코드를 작성합니다.', 'combined_score': 0.45053425431251526, 'sbert_score': 0.5631678, 'keyword_score': 0.0}]"
388,"다음 내용이 설명하는 것은?
            ```
- 블록체인(Blockchain) 개발환경을 클라우드로 서비스하는 개념
- 블록체인 네트워크에 노드의 추가 및 제거가 용이...","[{'rank': 1, 'topic_id': 49, 'topic_description': 'IT 신기술, 네트워크 장비(라우터, 백본 스위치)를 포함한 네트워크 구축 관리는 네트워크 인프라를 설계하고 관리하는 주제입니다. 최신 기술을 활용해 안정성을 높입니다.', 'combined_score': 0.6224574265015507, 'sbert_score': 0.52807176, 'keyword_score': 0.0702069511304142}, {'rank': 2, 'topic_id': 38, 'topic_description': '개발환경 구축, 서버 개발 프레임워크를 포함한 개발환경 구축은 소프트웨어 개발을 위한 인프라를 준비하는 주제입니다. 개발 효율성과 안정성을 지원합니다.', 'combined_score': 0.5974191102473414, 'sbert_score': 0.5504869, 'keyword_score': 0.05512283557642681}, {'rank': 3, 'topic_id': 51, 'topic_description': 'IT 신기술, 서버장비 운영(Secure-OS, NAS, DAS, SAN, 고가용성)을 포함한 HW 구축 관리는 하드웨어 인프라를 관리하는 주제입니다. 시스템 안정성과 가용성을 보장합니다.', 'combined_score': 0.5782775594280658, 'sbert_score': 0.5560652, 'keyword_score': 0.04683694787399221}]"
389,"소프트웨어 비용 산정 기법 중 개발 유형으로 organic, semi-detach, embedded로 구분되는 것은?
COCOMO
소프트웨어 개발 비용을 산정하는 방법에는 여러 가...","[{'rank': 1, 'topic_id': 47, 'topic_description': '소프트웨어 생명주기 모델, 개발 방법론, 요구공학 방법론, 비용산정 모델을 포함한 소프트웨어개발 방법론 선정은 프로젝트에 적합한 개발 방식을 선택하는 주제입니다. 효율적인 개발 프로세스를 설계합니다.', 'combined_score': 0.7581057041888685, 'sbert_score': 0.76215637, 'keyword_score': 0.08498640711874346}, {'rank': 2, 'topic_id': 48, 'topic_description': '소프트웨어 개발 표준, 테일러링 기준, 개발 프레임워크를 포함한 소프트웨어개발 방법론 테일러링은 개발 프로세스를 프로젝트에 맞게 조정하는 주제입니다. 유연한 개발 방식을 적용합니다.', 'combined_score': 0.7354013441247231, 'sbert_score': 0.6692517, 'keyword_score': 0.11455192225086289}, {'rank': 3, 'topic_id': 15, 'topic_description': 'IDE 도구, 협업도구, 형상관리 도구를 포함한 통합 구현 관리는 소프트웨어 개발 환경을 관리하는 주제입니다. 팀 협업과 코드 버전 관리를 통해 개발 효율성을 높입니다.', 'combined_score': 0.6229757761431227, 'sbert_score': 0.6440804, 'keyword_score': 0.06169276476025434}]"
390,"다음 LAN의 네트워크 토폴로지는 어떤 형인가?
            데이터 전송 방향

스테이션1 스테이션2 스테이션3 스테이션4 스테이션5
        
버스형
그림에서 볼 ...","[{'rank': 1, 'topic_id': 45, 'topic_description': '인터넷 구성, 네트워크 7계층, IP, TCP/UDP를 포함한 네트워크 기초 활용은 네트워크 구조와 프로토콜을 이해하는 주제입니다. 데이터 통신의 기초를 다룹니다.', 'combined_score': 0.7402037497547906, 'sbert_score': 0.67525464, 'keyword_score': 0.052808944910727525}, {'rank': 2, 'topic_id': 49, 'topic_description': 'IT 신기술, 네트워크 장비(라우터, 백본 스위치)를 포함한 네트워크 구축 관리는 네트워크 인프라를 설계하고 관리하는 주제입니다. 최신 기술을 활용해 안정성을 높입니다.', 'combined_score': 0.6450063448434912, 'sbert_score': 0.5918546, 'keyword_score': 0.04528966230494199}, {'rank': 3, 'topic_id': 1, 'topic_description': '플랫폼 기능, 성능 특성, 운영체제, 네트워크, DBMS, 비즈니스융합분석을 포함한 현행 시스템 분석은 시스템의 하드웨어 및 소프트웨어 구성, 성능, 인터페이스를 평가하는 주제입니다. 이를 통해 시스템의 병목 현상을 식별하고 최적화 방안을 도출합니다.', 'combined_score': 0.5206637670072559, 'sbert_score': 0.5072615, 'keyword_score': 0.03032673632142975}]"
391,"전기 및 정보통신기술을 활용하여 전력망을 지능화, 고도화함으로써 고품질의 전력서비스를 제공하고 에너지 이용효율을 극대화하는 전력망은?
스마트 그리드
이 문제는 전기 및 정보통신 기...","[{'rank': 1, 'topic_id': 49, 'topic_description': 'IT 신기술, 네트워크 장비(라우터, 백본 스위치)를 포함한 네트워크 구축 관리는 네트워크 인프라를 설계하고 관리하는 주제입니다. 최신 기술을 활용해 안정성을 높입니다.', 'combined_score': 0.6361139477592106, 'sbert_score': 0.5815961, 'keyword_score': 0.022581927940368833}, {'rank': 2, 'topic_id': 35, 'topic_description': '초기데이터 구축, ETL, 파일 처리 기술을 포함한 데이터 전환 기술은 데이터를 새로운 시스템으로 전환하는 주제입니다. 데이터 무결성과 효율적인 마이그레이션을 보장합니다.', 'combined_score': 0.5379905488932532, 'sbert_score': 0.43264395, 'keyword_score': 0.025362854019529334}, {'rank': 3, 'topic_id': 16, 'topic_description': '애플리케이션 패키징, 배포 도구, 모니터링 도구, DRM을 포함한 제품소프트웨어 패키징은 소프트웨어를 배포 가능한 형태로 만드는 주제입니다. 안정적인 배포와 저작권 보호를 목표로 합니다.', 'combined_score': 0.49495777188116097, 'sbert_score': 0.3967988, 'keyword_score': 0.02346513405058641}]"
392,"다음 내용이 설명하는 소프트웨어 개발 모형은?
            소프트웨어 생명주기 모형 중 Boehm이 제시한 고전적 생명주기 모형으로서 선형 순차적 모델이라고도 하며, 타당...","[{'rank': 1, 'topic_id': 47, 'topic_description': '소프트웨어 생명주기 모델, 개발 방법론, 요구공학 방법론, 비용산정 모델을 포함한 소프트웨어개발 방법론 선정은 프로젝트에 적합한 개발 방식을 선택하는 주제입니다. 효율적인 개발 프로세스를 설계합니다.', 'combined_score': 0.8234453915203052, 'sbert_score': 0.800931, 'keyword_score': 0.0800348908929345}, {'rank': 2, 'topic_id': 19, 'topic_description': '테스트 케이스, 테스트 레벨, 테스트 시나리오, 테스트 지식 체계를 포함한 애플리케이션 테스트케이스 설계는 소프트웨어 품질을 검증하는 주제입니다. 체계적인 테스트 계획을 수립합니다.', 'combined_score': 0.7640496609312393, 'sbert_score': 0.70506203, 'keyword_score': 0.0876131735240803}, {'rank': 3, 'topic_id': 48, 'topic_description': '소프트웨어 개발 표준, 테일러링 기준, 개발 프레임워크를 포함한 소프트웨어개발 방법론 테일러링은 개발 프로세스를 프로젝트에 맞게 조정하는 주제입니다. 유연한 개발 방식을 적용합니다.', 'combined_score': 0.73589271186761, 'sbert_score': 0.7177435, 'keyword_score': 0.0708343148729427}]"
393,"스트림 암호화 방식의 설명으로 옳지 않은 것은?
해쉬 함수를 이용한 해쉬 암호화 방식을 사용한다.
스트림 암호화 방식은 데이터를 비트, 바이트 또는 단어 단위로 순차적으로 암호화하...","[{'rank': 1, 'topic_id': 31, 'topic_description': '스토리지, 분산 데이터베이스, 이중화 구성, 암호화, 접근제어를 포함한 물리요소 조사 분석은 데이터베이스의 물리적 환경을 분석하는 주제입니다. 안정성과 보안성을 평가합니다.', 'combined_score': 0.550180238222854, 'sbert_score': 0.43772528, 'keyword_score': 0.07619562206436517}, {'rank': 2, 'topic_id': 11, 'topic_description': '스택, 큐, 리스트, 트리, 그래프를 포함한 자료구조는 데이터 저장과 처리의 효율성을 높이는 주제입니다. 알고리즘과 구조를 활용해 검색, 정렬, 순회 등의 작업을 최적화합니다.', 'combined_score': 0.47094958105496554, 'sbert_score': 0.5804749, 'keyword_score': 0.002502890787825516}, {'rank': 3, 'topic_id': 37, 'topic_description': '데이터 품질 분석, 오류 데이터 측정을 포함한 데이터 정제는 데이터의 정확성과 완전성을 높이는 주제입니다. 데이터 오류를 식별하고 정정합니다.', 'combined_score': 0.4351050134956841, 'sbert_score': 0.49075225, 'keyword_score': 0.016192787182393465}]"
394,"세션 하이재킹을 탐지하는 방법으로 거리가 먼 것은?
FTP SYN SEGNENT 탐지
세션 하이재킹은 이미 인증된 사용자의 세션을 도용하여 권한을 탈취하는 공격입니다.  악의적인 ...","[{'rank': 1, 'topic_id': 45, 'topic_description': '인터넷 구성, 네트워크 7계층, IP, TCP/UDP를 포함한 네트워크 기초 활용은 네트워크 구조와 프로토콜을 이해하는 주제입니다. 데이터 통신의 기초를 다룹니다.', 'combined_score': 0.4999499734523324, 'sbert_score': 0.37493744, 'keyword_score': 0.05415539824946473}, {'rank': 2, 'topic_id': 56, 'topic_description': '로그 분석, 보안 솔루션, 취약점 분석을 포함한 시스템 보안 구현은 보안 시스템을 운영하고 점검하는 주제입니다. 시스템의 취약점을 식별하고 대응합니다.', 'combined_score': 0.4830765454870587, 'sbert_score': 0.5715168, 'keyword_score': 0.007003128106651392}, {'rank': 3, 'topic_id': 1, 'topic_description': '플랫폼 기능, 성능 특성, 운영체제, 네트워크, DBMS, 비즈니스융합분석을 포함한 현행 시스템 분석은 시스템의 하드웨어 및 소프트웨어 구성, 성능, 인터페이스를 평가하는 주제입니다. 이를 통해 시스템의 병목 현상을 식별하고 최적화 방안을 도출합니다.', 'combined_score': 0.4681893165593005, 'sbert_score': 0.43711728, 'keyword_score': 0.03208585009140289}]"
